	R100	R101	R102	R103	R104	R105	R106	R107	R108	R109	R10	R110	R111	R112	R113	R114	R115	R116	R117	R118	R119	R11	R120	R121	R122	R123	R124	R125	R126	R127	R128	R129	R12	R130	R131	R132	R13	R14	R15	R16	R17	R18	R19	R1	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R2	R30	R31	R32	R33	R34	R35	R36	R37	R38	R39	R3	R40	R41	R42	R43	R44	R45	R46	R47	R48	R49	R4	R50	R51	R52	R53	R54	R55	R56	R57	R58	R59	R5	R6
3469_c00035_vamb256_MEGAHIT.k21-141.HFi_501	8.7039	0	0	0	0	0.728131	2.86563	0	0	1.51466	4.13718	0.389979	0	0	1.26393	1.80749	0	8.51978	14.274	2.62252	0	0	0	2.0592	11.4224	3.61063	2.43149	3.76499	1.20773	14.4402	11.7001	1.38683	0	4.87516	8.16952	3.13957	0	0	3.38089	26.3981	0.418837	4.5944	0.596153	4.45903	3.26787	7.85194	0	26.4868	15.3619	1.52046	0.992106	0	0.655633	0.45882	1.87817	0	2.59621	0	0	0	0.823618	2.23952	1.63734	0.584203	15.1516	0	0	0.410993	19.1163	0	0	0	1.45601	0	2.90244	0.722751	35.7489	1.16929	0.674761	0	11.2411	0	0	0	0	0	14.2934	0	5.90376
3470_c00036_vamb256_MEGAHIT.k21-141.HFi_501	153.387	2.06243	208.187	67.1111	179.201	4.57778	30.7854	206.214	0	8.29252	13.9342	3.12049	239.825	350.314	25.5648	21.8752	68.2499	130.806	193.76	47.3534	21.6142	88.8054	26.0267	27.4584	325.605	30.3432	17.1398	74.5931	59.1911	134.97	171.1	28.6017	165.25	39.214	35.5479	35.7822	48.8422	66.9193	81.7626	629.915	21.3651	49.2725	6.16154	24.2442	75.9117	76.7235	13.629	384.064	338.629	37.8674	52.3091	71.0634	2.2952	7.80158	4.50855	34.6699	52.9512	2.34087	54.4167	148.293	56.8416	59.3596	24.6744	5.25892	370.534	18.3967	119.314	5.34403	618.931	9.44579	151.736	18.849	9.46605	170.55	38.7073	5.15068	923.796	223.38	0	161.43	65.5222	139.403	80.7676	53.9397	15.7528	168.142	275.781	77.7193	113.152
3471_c00037_vamb256_MEGAHIT.k21-141.HFi_501	10.4306	2.76759	6.92646	0	0	5.65431	2.77782	0	0	1.28399	4.24967	1.1777	0	0	5.08929	3.63901	0	15.8663	13.8556	7.24824	0	0	0	3.1093	1.6426	5.23578	2.91387	3.79002	6.0788	18.1392	17.8698	3.21091	1.82762	4.366	3.5656	5.00543	0	0	10.2101	31.3185	3.37294	8.73602	0.900176	3.5909	6.57916	11.5521	3.42918	52.7204	30.9304	2.60199	4.56551	8.72209	0	0.461865	1.51252	5.6803	5.34059	0.392653	0	3.51169	1.65818	11.272	2.96678	0	35.08	0	0	2.48233	27.0829	0	1.31648	0	0.73284	0	4.38259	1.90983	62.8417	1.17705	0.679245	0	11.3158	3.69212	0	0	0.932603	2.79708	18.1014	0	11.0828
3472_c00038_vamb256_MEGAHIT.k21-141.HFi_501	34.3936	0.70415	0	0.954694	0	0.319687	7.93729	0	0	2.36848	1.81648	9.18878	0	2.06221	4.02843	7.96247	0	15.2744	25.5903	5.09047	1.16518	0	0	2.74241	1.67166	0.739816	4.50752	6.94292	4.94922	3.57078	7.02647	4.97267	1.85999	11.9313	13.6701	7.7731	0	0	7.79331	63.7448	0.42908	13.5978	0.407169	8.48353	10.4155	21.3477	0	78.9376	72.8603	2.95968	4.93687	0	0	3.29024	4.23304	0	5.55094	0	0	2.6804	1.68754	21.0311	8.27515	1.19697	74.5062	0	0	2.52624	58.7501	0	0	0	1.86453	0	3.96463	0.647887	155.238	0	0	3.93687	1.98553	0	0	0	2.84742	0	57.6277	0	5.39425
3473_c00039_vamb256_MEGAHIT.k21-141.HFi_501	86.8576	19.8232	4459.64	396.378	2938.31	114.801	27.6283	1503.95	115.316	16.3759	19.5336	5.70838	4377.35	6482.28	32.7811	36.9413	862.878	124.273	112.595	33.1219	127.433	2495.07	169.912	24.2183	4303.12	605.348	14.6547	32.0296	47.1958	835.801	83.7106	19.7109	506.048	129.81	112.158	131.917	511.686	657.086	75.409	100.738	10.8627	19.596	14.8276	27.3586	67.2396	34.0372	53.0131	161.747	132.809	22.7157	62.1992	947.468	3.74101	6.79291	5.4557	283.517	30.9172	6.87917	1024.69	361.007	262.316	25.5568	17.5525	59.9995	205.107	114.486	1320.03	4.26367	203.451	78.3794	789.64	149.664	8.30774	2008.73	36.3845	9.56021	227.5	909.787	42.7018	2045.21	197.045	810.511	759.089	425.221	285.468	1643.14	118.15	2172.12	25.1606
3474_c00040_vamb256_MEGAHIT.k21-141.HFi_501	14.2159	27.1466	144.818	54.2396	297.557	46.663	5.40517	173.854	6.60166	13.2576	33.7868	14.186	125.384	207.131	5.98451	11.4598	67.0879	38.9624	31.2603	9.3246	33.0993	85.0682	25.2831	3.64793	273.363	137.392	4.57304	6.73084	17.1558	119.78	31.4496	3.316	183.589	36.268	33.9898	37.4655	43.9884	29.3618	14.7153	79.5816	27.4247	13.2651	6.00785	4.50835	16.0391	20.4024	70.8152	54.5104	47.3084	12.3272	7.21847	75.6498	18.0582	28.1347	30.0619	136.575	7.6263	23.1081	41.3245	135.732	152.538	14.7417	10.551	38.8593	76.376	76.465	65.2533	15.4052	47.8294	103.063	169.559	37.0534	15.5112	25.6511	12.5696	22.6302	105.93	151.912	9.11722	43.0054	79.3667	36.2166	83.4565	60.5381	146.369	290.074	32.108	74.2114	10.6135
3475_c00041_vamb256_MEGAHIT.k21-141.HFi_501	19.5923	14.1777	142.297	42.0478	419.104	68.3885	5.92902	117.016	17.0596	11.078	24.1291	1.67576	211.896	261.694	5.73326	18.168	127.722	48.5111	42.1689	9.63807	18.3285	130.529	21.3775	5.75155	644.215	56.7256	4.35376	14.2386	9.94816	128.189	46.8109	5.69941	136.958	32.881	29.2561	28.6719	90.9402	54.3119	10.4433	86.0864	1.79982	13.4377	5.23083	8.36088	16.7739	21.1473	47.5806	42.0371	42.2811	9.14861	9.59364	65.1657	0.704375	3.45021	2.82483	97.8719	7.27689	2.51423	44.9651	61.839	37.5656	15.6387	7.92093	21.9657	75.6893	14.3702	87.6823	0.441516	78.3376	18.6008	127.859	18.8499	3.91047	60.2596	11.1737	6.69729	112.347	92.957	2.89972	109.409	35.3965	53.1997	76.2469	97.0814	31.8529	162.697	46.3414	90.2436	11.4846
3476_c00042_vamb256_MEGAHIT.k21-141.HFi_501	332.741	58.532	447.27	549.222	941.93	121.059	82.0979	730.512	75.6972	78.9132	165.465	68.8639	768.211	549.632	119.895	111.625	309.699	705.204	658.312	172.558	391.849	266.639	187.391	54.3036	1053.59	609.39	62.3463	215.549	183.636	762.468	569.539	98.7145	1125.03	437.334	445.906	432.781	416.222	182.035	248.64	1528.94	43.5606	239.224	49.4964	121.182	279.503	158.358	162.405	1432.84	1272.91	157.832	134.68	232.827	37.9912	46.7227	96.4236	319.686	139.676	30.4257	188.185	854.068	517.151	291.559	164.145	275.941	1301.7	161.22	589.488	24.4885	1326.87	187.581	1132.12	442.817	54.0161	486.153	169.547	81.2191	1940.48	866.487	68.4116	535.021	478.194	524.579	485.22	287.491	383.463	1067.23	610.021	511.91	219.36
3477_c00043_vamb256_MEGAHIT.k21-141.HFi_501	43.5687	39.7118	1984.65	651.613	4992.73	140.185	22.4821	1231.14	353.933	27.2699	67.7697	17.4682	2765.01	2131.4	22.2199	36.8016	1204.96	176.108	143.601	35.8894	202.554	1092.61	205.701	28.3335	2840.79	289.59	16.952	50.09	60.5031	1407.7	189.015	31.798	925.691	442.704	428.882	442.174	1012.03	523.116	54.015	254.403	6.31437	47.2944	35.2085	25.7032	67.4242	61.702	219.618	176.268	131.8	50.7407	48.7637	594.579	8.23801	10.5264	9.84967	398.02	40.4455	10.6539	637.814	828.052	441.838	56.5855	35.504	144.882	139.052	250.27	1042.62	4.93915	194.913	173.692	1706.14	213.714	20.4848	1068.79	56.247	36.4811	358.855	1148.49	44.2352	1788.72	434.167	1318.56	1465.34	938.146	243.975	1114.22	116.371	1452.36	56.5812
3478_c00044_vamb256_MEGAHIT.k21-141.HFi_501	58.2343	3.47057	45.3156	5.11442	63.2097	4.11022	16.3095	21.3499	6.97218	10.9394	9.36101	2.99624	47.6689	36.7516	21.1191	32.3414	15.1827	47.6949	38.6083	53.1756	3.74536	27.3569	0	19.7764	40.2982	21.4043	16.3955	15.0442	17.2356	62.2025	80.5989	13.8528	21.9227	25.2713	22.12	22.1153	8.93448	0	37.8108	49.6686	6.89591	79.2978	2.39963	33.1411	34.277	21.8786	11.2191	186.997	182.365	28.2103	19.2937	9.51197	0	1.51076	3.71082	4.42488	38.0438	2.56883	2.29718	15.3171	9.94469	51.2129	30.1939	3.8473	179.613	7.34116	35.9238	2.25552	169.399	6.91095	32.0785	0.71332	3.59587	17.2394	46.4627	4.36359	126.499	26.9528	0.740688	8.43691	31.0598	10.0662	16.1187	37.2222	5.08533	28.9767	63.7704	16.1356	47.6366
3479_c00045_vamb256_MEGAHIT.k21-141.HFi_501	24.1299	59.3621	153.933	148.264	485.476	125.406	15.9713	183.227	266.712	41.0082	78.2499	10.3956	344.275	189.472	12.3709	17.3556	199.756	82.6776	75.9654	16.9968	46.2354	121.158	15.298	13.8281	400.898	132.508	10.2923	23.2136	52.7539	430.99	56.1438	19.5698	354.549	139.92	143.095	128.709	233.133	29.0655	28.4211	160.258	12.0877	29.7617	24.2633	22.2154	37.5971	25.4951	44.7845	105.523	62.9521	13.1063	19.6478	56.7302	7.84336	9.23944	8.79722	98.4625	15.8567	13.2404	98.2533	336.595	230.272	30.6939	16.453	29.755	134.566	77.83	235.071	6.18542	127.073	70.9189	460.802	47.2836	15.8564	112.16	28.3199	63.3816	304.531	302.57	314.94	327.42	320.16	63.9533	180.574	188.155	127.105	220.794	79.436	152.277	33.7463
3480_c00046_vamb256_MEGAHIT.k21-141.HFi_501	5.5543	1.07461	0	0	0	0	2.13334	0	14.1867	7.21199	17.2558	0	1.63265	0	1.09782	2.82606	0	21.8831	7.40027	3.39079	0	0	0	1.49461	0	2.41962	2.58611	1.85015	5.84508	12.2324	10.813	1.54872	0	3.32723	4.56168	4.09089	0	0	2.36002	15.7907	1.40313	2.5657	1.22068	1.70716	4.25769	6.07053	0	23.5285	11.437	2.88711	0.474904	0	0	2.0493	1.25842	0	2.39547	1.30671	0	0	0	5.00183	2.43797	0	82.906	0	2.33698	1.83573	58.4999	0	0	0	0	0	4.32183	1.91702	36.3444	0	12.0569	0	4.32866	0	0	2.40934	0	0	8.75342	0	5.34524
3481_c00047_vamb256_MEGAHIT.k21-141.HFi_501	2.32544	2.62234	0	3.13697	2.95624	2.91786	2.02453	1.45503	3.56376	0.447333	1.23173	3.06292	1.64051	0	3.62452	1.21701	0	2.86807	2.85996	4.33632	2.55252	1.74789	0	1.38628	0.915447	6.48346	1.42921	0.845031	1.35537	19.5543	7.69613	1.08933	2.03739	9.42196	7.33387	9.68933	1.82674	1.66855	0.237141	9.52003	0.939925	1.43227	0	0.71474	1.6298	0.338877	0	8.10578	10.2152	0.17065	0.477196	0	0	0	0.421495	2.71417	1.64691	0.437669	0	0.97864	2.7726	2.51296	0.734914	0.655487	3.40022	1.87614	4.69647	0	5.5604	0	1.46758	0	0.408437	0	2.71416	1.92627	7.18415	1.31205	7.57191	0	12.6136	0	2.7464	2.42097	0	6.23631	4.83028	2.3564	2.14839
3482_c00048_vamb256_MEGAHIT.k21-141.HFi_501	0.465993	4.37558	0	4.19075	0	3.39129	1.19321	2.91571	0	0.179281	5.60105	0.438409	0	0	1.42105	0.203229	0	14.8472	0.573103	2.38303	0	0	1.72091	0.46299	0	27.8495	1.04145	0.33867	20.3701	7.83691	8.16467	0	0	45.6848	42.2545	38.5385	0	0	0.712807	3.1795	2.35438	0.574021	3.57513	0.572903	0	2.37675	0	1.35359	2.55876	1.19688	0.159375	0	0	8.25265	0	1.81297	0.380797	1.75408	0	0	0.925995	1.67856	0.245447	0	0.851706	5.63936	0	0	0.795884	0	0	0	2.04615	0	7.07054	4.87843	4.19889	0	4.55197	0	3.92217	0	0	0	3.12533	0	3.11036	0	2.33194
3483_c00049_vamb256_MEGAHIT.k21-141.HFi_501	26759.1	1236.75	5.84865	3152.58	44.788	1009.56	9418.1	2.93925	0	6904.8	40127.7	614.746	23.1975	20.8803	13229.9	10298.5	4.18045	13290.2	18468.7	23958.5	50.2736	10.5926	5.2044	8785.16	28.2728	744.902	7195.47	5746.04	5304.36	2661.21	23174.5	7152.93	4.80162	9070.78	8771.66	8721.38	5.53527	5.05592	21022.2	17888.9	1938.1	26971.9	8977.07	17079.7	12725.1	20639.9	0	97974.7	116223	10339.8	10284.1	1.96437	1113.91	702.972	1807.61	2.74144	16091.4	175.939	7.11604	7.90766	2.80041	37515.4	12715.5	16.5514	82357.4	3.78991	2.37178	791.334	65712.3	0	20.7523	3.68266	1330	0	8602.79	2625.95	87210.7	7.95123	11.4718	8.7116	1902.67	2.07882	5.54801	9.78117	47.2591	15.7473	47144.5	7.14008	32148.4
3484_c00050_vamb256_MEGAHIT.k21-141.HFi_501	8.56747	1.89437	0	0	0	3.83393	2.80312	0	0	2.20115	3.7875	0.895574	0	0	2.92868	3.11375	0	5.38115	11.7073	3.32826	0	0	0	2.16312	0	1.65884	2.26047	3.28631	5.0861	17.7954	13.8991	2.72778	0	6.28312	1.88906	3.00857	0	0	2.98634	22.7325	1.44286	5.8945	1.11211	3.09086	6.04627	7.97651	0	17.9737	14.3745	2.96905	1.62793	0	0	1.58047	0.431353	0	2.33378	0.895805	0	0	0	9.42974	3.38449	0	37.4071	0	0	0	38.2062	0	0	0	1.67196	0	2.77768	2.17887	77.8189	0	0	0	10.683	0	0	0	0	0	11.7189	0	7.90979
3485_c00051_vamb256_MEGAHIT.k21-141.HFi_501	9.58455	0.158945	0	0	0	0.12026	3.31312	0	0	2.58131	2.63603	1.80339	0	0	6.33277	4.3891	0	34.478	22.3959	7.18075	0	0	0	1.54742	0	0	3.2131	5.39859	6.05201	49.507	14.4606	3.36733	0	5.6372	2.51895	3.63062	0	0	3.90974	40.3261	0.968485	7.37929	7.81317	4.566	8.60668	9.4278	0	65.4253	30.9194	3.6928	2.13082	0	0.758089	0	0.868608	0	2.61086	1.3529	0	0	0	12.9467	3.40764	0	56.0565	0	0	0.950297	41.7411	0	0	0	0	0	4.19504	1.14913	64.7708	0	0	0	22.8567	0	0	0	0	0	26.6559	0	8.11672
3486_c00052_vamb256_MEGAHIT.k21-141.HFi_501	2.40414	16.9045	19.9549	19.4585	65.7081	27.9936	3.93978	22.5641	0	5.58836	8.52226	0.904707	50.8802	32.7007	2.60674	1.88733	14.9766	11.8605	9.46134	0.96063	9.23621	25.2987	3.55139	2.14973	56.7843	35.1917	1.61192	5.06719	11.2103	51.405	14.977	3.53946	32.9999	30.7941	29.3806	27.9279	18.8864	0	3.18729	8.74826	4.37274	2.07312	6.11005	5.17237	3.58102	7.70758	0	17.4588	4.62083	1.95932	1.1512	16.086	1.52125	0	0.435755	15.9017	2.88156	1.80989	9.71205	15.1764	14.3321	5.19599	1.89946	4.06591	0.878809	11.6376	7.283	1.43021	4.9271	3.65203	33.3798	6.78511	1.68901	13.0142	9.25995	9.22374	17.3299	9.49506	11.7424	28.9808	41.8192	6.3837	8.51859	10.0121	9.67499	19.3425	3.2094	21.9249	5.73769
3487_c00053_vamb256_MEGAHIT.k21-141.HFi_501	8.2422	0.804025	8.04845	2.18006	21.5714	4.62334	2.73115	7.58403	3.71511	1.30578	0.691416	0	6.84053	4.71053	1.47851	1.05726	1.07867	2.98984	2.98128	2.583	0	0	0	1.80636	26.72	6.75911	2.03169	1.05713	2.82596	18.0542	7.07895	1.62225	11.3277	18.6938	20.706	11.6317	3.80879	0	1.97777	15.4369	0.979812	1.79178	0.348737	2.3842	3.39801	5.65222	3.98564	11.9707	18.6356	1.42328	0.82915	0	0.383481	0.536622	1.75754	0	2.64146	0.912478	4.89655	5.10096	2.89031	4.80267	1.14917	0.683293	14.178	1.95575	0	0	12.4202	0	12.2393	0	0.851541	0	1.69766	0.317067	34.9484	4.10321	0.789349	13.4873	7.25463	2.14566	0	0	0	16.2531	8.09035	9.82555	4.47907
3488_c00054_vamb256_MEGAHIT.k21-141.HFi_501	1.4579	0	0	3.27772	0	0.853653	0.87103	0	0	0.84139	1.48506	0	0	0	1.81128	2.3314	0	11.9873	5.37882	3.3981	0	0	0	2.05198	0	12.703	2.71525	3.88518	0.944186	83.4763	17.5021	0.487811	0	12.0682	13.7298	9.81796	0	0	2.47799	14.3676	0	5.68723	0.466068	1.19488	2.9802	6.37358	0	16.2334	11.3409	5.52809	0.332435	0	0.768752	0	1.32123	0	1.32382	7.31684	0	0	0	3.501	2.81564	0	7.10556	0	0	0.963649	14.939	0	0	0	0	0	3.97045	0.317807	30.0256	0	0	0	59.0814	0	0	0	0	0	12.9748	0	3.92832
3489_c00055_vamb256_MEGAHIT.k21-141.HFi_501	10.8444	3.59677	10.2284	1.10822	64.227	4.82416	3.53401	6.1685	11.3314	4.45696	7.02964	1.8549	17.3867	52.6825	5.17766	4.94463	8.77342	18.2385	21.8232	4.10325	4.05799	12.9676	0	3.67296	62.0929	18.0393	3.44269	5.7322	7.18296	35.5263	12.475	4.12332	12.9565	12.8854	13.9265	8.40271	7.74489	7.07417	5.52978	41.4775	1.49424	5.76881	0.827318	3.18146	7.34134	6.82405	4.05226	42.9547	65.637	3.25594	2.36044	4.12286	0.389884	3.81899	4.46717	1.91795	2.41707	0.46385	17.4244	14.5211	9.7952	6.6584	1.95473	0	37.8383	0	22.3985	0.488721	46.2998	5.61593	20.221	3.09151	5.19449	5.33667	12.6574	3.54599	75.504	6.95281	17.6556	22.8545	17.9783	8.72612	17.4668	10.2645	6.61257	21.482	24.1279	12.4868	8.91782
3490_c00056_vamb256_MEGAHIT.k21-141.HFi_501	2958.68	52.505	328.052	147.031	636.474	61.4905	1401.68	107.92	69.2245	112.428	139.643	119.572	244.259	171.783	1025.39	976.119	197.29	1733.74	2773.53	2779.54	50.6932	157.805	50.9736	2129.76	446.38	129.911	1595.1	876.824	510.887	681.249	1454.68	737.973	161.151	113.963	108.698	92.7163	86.0701	11.4421	772.698	3639.97	660.476	1020.23	28.6626	599.344	893.19	5254.24	24.3151	6878.96	6066.6	262.47	542.91	45.3542	97.4494	149.605	190.974	70.9713	914.484	73.4717	36.7293	84.0202	72.1287	1799.96	294.717	42.5662	4840.69	31.1996	48.0032	170.046	4987.17	12.0437	121.247	114.914	156.51	65.5381	934.322	24.1054	3184.83	71.2041	20.9852	82.2812	307.111	43.6333	61.1375	86.5301	64.5269	111.585	2852.59	136.932	1556.5
3491_c00057_vamb256_MEGAHIT.k21-141.HFi_501	24.1177	6.27198	2.06523	3.35641	0	8.99122	7.13554	0	0	7.52881	37.3092	1.40446	0	0	6.74471	9.66095	0	21.6766	14.0758	19.5249	1.36559	0	3.67554	9.5173	0	5.20341	6.33196	7.95718	6.2848	20.9216	23.2508	4.66226	2.18006	15.2852	13.8144	14.5074	0	0	11.9267	47.532	1.50852	10.7285	2.26707	9.32964	12.1448	39.1601	0	52.761	90.8574	10.4092	9.19173	0	0.393611	0	1.80394	0	14.2346	0.936561	0	10.4714	0.988882	17.4773	9.82935	5.61058	37.2903	0	2.5125	2.96033	48.4192	0	0	0	3.05907	0	12.1976	13.4951	74.944	0	0	0	13.6167	0	0	0	4.45058	0	28.2337	0	22.2201
3492_c00058_vamb256_MEGAHIT.k21-141.HFi_501	2.54485	2.19453	8.44894	5.72131	17.7919	1.14947	1.3032	22.2924	0	2.15422	7.56962	0	7.18088	7.41825	1.89703	1.10992	16.9856	3.66178	1.87773	2.54199	2.79338	11.4769	0	0.632064	31.0542	7.98308	1.99066	0.92483	0.494465	22.0088	2.9725	1.8733	5.20269	46.2349	45.1458	56.8792	3.99862	1.82617	0.519088	9.25956	1.54284	0.62703	1.22039	2.50279	0.891801	2.22509	4.18433	18.4802	16.0699	0.560353	0.348199	0	0.402575	1.12661	2.30625	1.98049	1.66391	0	0	9.6388	4.04558	3.20835	1.34042	5.02093	3.72087	0	5.13935	0.504611	13.0374	0	1.60611	2.39412	0.446955	5.51035	4.15845	1.55334	22.9292	15.7938	1.65731	16.5193	13.3274	0	6.01213	5.29952	5.6901	10.2376	5.66208	5.15718	1.76319
3493_c00059_vamb256_MEGAHIT.k21-141.HFi_501	11.6028	5.66104	191.887	41.8608	133.515	7.68971	4.13284	100.324	0	6.38996	16.7861	3.40587	190.899	169.237	4.03081	7.73249	82.6964	57.0646	28.2409	7.12029	22.7092	97.7185	9.76333	4.79788	161.611	38.676	4.33486	10.5857	8.08698	86.9158	24.2755	2.76896	45.3177	18.1055	22.8198	20.6051	54.8575	20.4138	5.10353	76.4517	6.27135	14.0186	3.5945	5.00555	7.57173	14.6722	0	30.0475	22.7206	6.64363	4.24623	54.0795	1.79246	2.28969	2.81234	15.0949	6.9135	2.92015	31.3448	62.0352	18.5002	10.2468	4.49507	20.4089	57.6625	4.17258	52.2261	2.19107	49.6907	1.96425	141.998	15.4086	5.17104	39.1977	11.1444	9.82032	88.8196	87.5441	3.36836	119.909	38.9263	22.8921	42.7685	67.3195	11.565	88.7842	16.1108	74.4132	8.75967
3494_c00060_vamb256_MEGAHIT.k21-141.HFi_501	4.19146	2.25905	2.1743	20.024	0	0.788827	4.02446	0	0	1.51202	0.213486	0.98572	55.4389	0	5.68085	6.6269	0	11.8468	3.86576	8.02435	8.62648	0	0	2.99288	0	9.13122	1.75645	6.09305	0.509017	20.7672	8.6696	4.03202	16.8322	7.87537	5.85216	16.8713	0	0	10.9545	11.9142	0	5.58548	6.65843	4.02547	9.40973	3.05399	0	12.175	10.0693	0.961432	6.63137	0	0	1.15968	3.79843	3.05822	3.42581	0.493003	23.8141	0	4.1645	8.0207	2.62165	6.64505	20.1085	2.11334	0	0	17.8934	0	0	12.3226	0.460087	28.3617	0.611532	2.96962	24.277	1.478	0	0	21.0686	25.5086	0	0	0	0	2.91427	53.0867	6.2516
3495_c00061_vamb256_MEGAHIT.k21-141.HFi_501	1.6322	27.0677	0	0	0	35.9049	3.62183	0	0	8.79319	24.8299	2.04712	0	0	0.553049	4.74603	0	2.79592	0	1.44911	7.46503	2.04471	0	2.16194	0	3.79308	1.36798	2.76825	2.64301	15.0298	12.1801	1.27429	0	17.0675	12.5117	11.6803	0	0	1.10986	14.8457	5.49724	3.68681	7.30604	1.33761	3.09826	3.17135	0	3.95088	6.72189	2.19662	1.48902	0	0.430342	0	0.98609	0	3.113	1.02387	0	0	0	2.9396	2.57911	3.06675	11.9319	0	0	0	5.57394	0	0	2.55927	1.91104	0	4.76281	26.331	19.6071	0	0	5.0456	9.15826	0	3.21382	0	1.21663	0	3.02627	0	2.30349
3496_c00062_vamb256_MEGAHIT.k21-141.HFi_501	17.1809	2.56712	0	1.28275	0	2.6865	3.08946	0	0	4.89134	3.27385	1.54778	0	0	2.1022	3.17858	0	28.7259	27.35	7.75548	3.01023	0	0	2.35143	0	0.955971	2.75815	4.86967	6.00733	16.095	26.993	2.31861	0	6.66539	15.05	7.95925	0	0	7.69352	67.3465	3.32508	10.8123	1.4922	6.32742	6.11421	9.99082	0	39.0325	33.1291	10.2998	2.25167	0	0.433832	0.606971	6.46154	0	3.36757	1.54825	0	0	0	15.8163	5.59894	0.772897	51.8586	0	0	0.543742	48.5368	0	0	0	1.92653	0	7.43847	3.53312	114.092	0	0	0	9.72267	0	0	0	0	0	31.3612	0	9.67683
3497_c00063_vamb256_MEGAHIT.k21-141.HFi_501	18.6574	0.364006	0	0	0	1.51463	3.23146	0	0	1.26699	1.56522	1.54853	0	0	4.09057	2.63278	0	15.2278	18.219	11.8752	0	0	0	4.22474	0	0.956436	4.59914	1.39604	2.13261	4.61357	14.9554	1.46886	0	3.58633	3.24495	1.03949	0	0	6.43665	26.203	1.66335	4.0566	0.921117	3.71003	3.84604	15.9931	0	13.5485	10.5462	2.81979	3.19141	0	0.434043	1.21453	0.497283	2.13557	3.88739	0	0	0	0	5.92975	3.46839	0	22.0632	0	0	0.544005	32.7937	0	0	0	0.481866	2.9705	4.48353	0.119629	41.67	0	0	0	3.59216	9.71589	0	0	0	0	22.587	2.77996	13.0948
3498_c00064_vamb256_MEGAHIT.k21-141.HFi_501	89.4738	1.83184	0	0	0	2.21738	15.1308	0	0	5.16279	13.6159	1.03904	0	0	14.7842	29.2976	0	167.457	104.589	29.4207	0	0	0	12.6192	0	0	11.4182	31.7153	38.6365	21.2273	107.318	19.0343	0	5.77539	3.9918	5.57996	0	0	37.1809	243.621	12.277	55.4992	2.78131	32.3136	36.2907	84.6207	0	419.31	334.361	36.693	21.5404	0	1.31058	2.44481	6.00611	0	16.7201	1.03937	0	0	0	68.7495	16.4363	0	266.052	0	0	0	399.1	0	0	0	0.484992	0	36.7458	1.92649	759.443	0	0	0	14.9784	0	0	0	0	0	160.337	0	48.4675
3499_c00065_vamb256_MEGAHIT.k21-141.HFi_501	11.6009	0	0	0	0	0.831693	4.80894	0	0	1.48807	2.13847	1.03926	0	0	3.55644	3.13233	0	17.6009	9.51012	8.0924	1.51594	0	0	1.50914	0	0	4.16697	7.02702	7.51422	5.30794	16.6688	4.06642	0.806733	8.6649	6.5334	8.02288	0	0	3.66252	32.6589	1.11632	4.76446	0.529884	3.0558	5.56575	11.6727	0	20.86	23.5088	4.05533	1.51193	0	0	1.83399	3.5043	0	3.1609	0	0	0	0	5.96948	3.34614	0	47.4506	0	0	1.64294	41.5021	0	0	2.59859	0.970186	0	4.19118	0.843016	61.146	0	0	0	7.23246	0	0	0	0	0	19.0511	0	5.1029
3500_c00066_vamb256_MEGAHIT.k21-141.HFi_501	5.54436	38.9848	27.61	53.596	73.9944	33.8062	8.65921	24.2837	12.7458	16.8552	28.6922	1.04304	33.2434	21.553	2.44222	5.32019	33.3056	7.97775	6.1359	7.01432	27.3863	25.0041	16.3799	8.20018	73.1072	34.0856	3.25279	2.82106	8.08032	142.504	16.1898	2.22613	93.9222	25.7271	40.4361	35.0093	30.4941	3.979	5.08968	13.8675	1.12039	6.48964	16.4863	5.28193	3.40019	8.07944	0	21.7412	13.7	3.25611	1.51744	6.9573	0.438544	3.68132	4.0195	25.8931	6.79807	2.08674	11.2013	55.9991	23.1365	9.4861	6.27862	22.6572	11.1459	8.94515	30.7899	1.09928	8.51994	6.31684	59.4883	19.1258	2.92116	24.0104	8.08934	26.8331	23.5484	43.7925	24.373	51.4186	80.8837	12.271	65.504	14.4344	14.8783	63.199	7.08872	8.42629	11.5233
3501_c00067_vamb256_MEGAHIT.k21-141.HFi_501	23.6644	432.791	246.085	202.991	1071.32	999.881	14.3151	425.79	455.206	70.6117	139.994	41.4355	376.454	422.601	19.893	26.8353	297.788	60.7717	67.3216	41.7019	110.036	150.091	70.7853	17.6722	1811.65	434.858	14.9892	16.8314	65.1574	721.488	79.1582	13.7945	425.478	212.005	212.783	231.888	308.41	72.9578	20.1624	107.867	14.8362	27.8345	55.5897	14.9258	22.7342	16.0483	153.243	128.776	42.3485	24.8767	17.0034	186.627	12.9547	35.6231	24.566	339.564	23.537	15.4104	79.1091	228.049	196.362	33.0568	24.8847	89.6159	60.8955	65.5647	131.585	6.15854	109.926	81.3882	776.946	72.5696	75.7443	161.312	46.6044	278.52	274.291	355.186	292.959	271.864	422.786	122.5	243.553	344.067	199.476	350.069	60.8321	180.187	40.1892
